windows 250 mysql write 0.19700002670288086 0.190999984741 0.0859999656677 0.0
windows 250 mysql write 0.2720000743865967 0.266999959946 0.162999868393 0.0
windows 250 mysql write 0.25499987602233887 0.250999927521 0.148999929428 5.5
windows 250 mysql write 0.18599987030029297 0.183000087738 0.0799999237061 6.3
windows 250 mysql write 0.2569999694824219 0.255000114441 0.152000188828 8.9
windows 250 mysql write 0.1699998378753662 0.164999961853 0.0610001087189 12.5
windows 250 mysql write 0.1790001392364502 0.174000024796 0.0699999332428 1.8
windows 250 mysql write 0.2569999694824219 0.25200009346 0.148000001907 8.3
windows 250 mysql write 0.2650001049041748 0.261000156403 0.15900015831 3.6
windows 250 mysql write 0.2539999485015869 0.249000072479 0.144999980927 5.6
windows 250 mysql write 0.18700003623962402 0.181999921799 0.0799999237061 3.8
windows 250 mysql write 0.27300000190734863 0.266999959946 0.163000106812 0.0
windows 250 mysql write 0.1790001392364502 0.173999786377 0.0709998607635 0.0
windows 250 mysql write 0.2569999694824219 0.250999927521 0.145999908447 0.0
windows 250 mysql write 0.13300013542175293 0.125999927521 0.0220000743866 3.6
windows 250 mysql write 0.17400002479553223 0.167999982834 0.0639998912811 3.6
windows 250 mysql write 0.25099992752075195 0.249000072479 0.148000001907 12.5
windows 250 mysql write 0.26800012588500977 0.266000032425 0.161000013351 13.7
windows 250 mysql write 0.17300009727478027 0.167999982834 0.0629999637604 1.9
windows 250 mysql write 0.1789999008178711 0.177000045776 0.0750000476837 29.1
windows 250 mysql write 0.2539999485015869 0.25 0.148999929428 12.0
windows 250 mysql write 0.17599987983703613 0.171000003815 0.0699999332428 4.2
windows 250 mysql write 0.2720000743865967 0.267000198364 0.164000034332 5.4
windows 250 mysql write 0.14800000190734863 0.143000125885 0.0390000343323 3.8
windows 250 mysql write 0.33299994468688965 0.328000068665 0.223000049591 4.1
windows 250 mysql write 0.16900014877319336 0.164000034332 0.0599999427795 7.5
windows 250 mysql write 0.15899991989135742 0.154000043869 0.0490000247955 1.8
windows 250 mysql write 0.17799997329711914 0.173000097275 0.069000005722 0.0
windows 250 mysql write 0.25499987602233887 0.25 0.146000146866 0.0
windows 250 mysql write 0.18799996376037598 0.185000181198 0.0830001831055 0.0
windows 250 mysql write 0.2739999294281006 0.270999908447 0.165999889374 19.6
windows 250 mysql write 0.2669999599456787 0.263000011444 0.158999919891 0.0
windows 250 mysql write 0.1770000457763672 0.171000003815 0.0659999847412 3.6
windows 250 mysql write 0.2890000343322754 0.283999919891 0.179000139236 1.9
windows 250 mysql write 0.21700000762939453 0.212000131607 0.108000040054 5.4
windows 250 mysql write 0.1809999942779541 0.176000118256 0.0710000991821 0.0
windows 250 mysql write 0.2760000228881836 0.273999929428 0.168999910355 10.2
windows 250 mysql write 0.18199992179870605 0.177000045776 0.0739998817444 2.1
windows 250 mysql write 0.18900012969970703 0.184000015259 0.0800001621246 0.0
windows 250 mysql write 0.18600010871887207 0.180999994278 0.077999830246 3.7
