so,req,database,type,total_time,server_response,db_response,cpu_usage
linux,250,mysql,write,0.168153048,0.166211128,0.064425945,0
linux,250,mysql,write,0.176939964,0.175493956,0.073784828,0
linux,250,mysql,write,0.169378042,0.167943001,0.066197157,0
linux,250,mysql,write,0.168424845,0.166989088,0.065234184,0
linux,250,mysql,write,0.169301033,0.167865992,0.065378904,0
linux,250,mysql,write,0.168285847,0.16684103,0.065165997,0
linux,250,mysql,write,0.168331861,0.166889906,0.065143824,0
linux,250,mysql,write,0.168489933,0.167059898,0.065313816,0
linux,250,mysql,write,0.168593884,0.167160988,0.06545496,0
linux,250,mysql,write,0.168802023,0.167327881,0.065582991,0
linux,250,mysql,write,0.168688059,0.167251825,0.065502882,0
linux,250,mysql,write,0.167762995,0.166327953,0.06457901,0
linux,250,mysql,write,0.169481993,0.168051958,0.066319942,0
linux,250,mysql,write,0.168329954,0.166894197,0.065361023,0
linux,250,mysql,write,0.168440104,0.166996956,0.065294027,0
linux,250,mysql,write,0.168602943,0.167148113,0.065464973,0
linux,250,mysql,write,0.169324875,0.167892218,0.065578938,0
linux,250,mysql,write,0.168455124,0.167025089,0.065290928,0
linux,250,mysql,write,0.168927908,0.167488098,0.065771103,0
linux,250,mysql,write,0.168704987,0.167264938,0.065512896,0
linux,250,mysql,write,0.169524908,0.167806864,0.065625191,0
linux,250,mysql,write,0.168111086,0.166675091,0.064969063,0
linux,250,mysql,write,0.176128864,0.174690008,0.07293582,0
linux,250,mysql,write,0.170825958,0.168561935,0.066739798,1.3
linux,250,mysql,write,0.168624878,0.167192936,0.065437078,0
linux,250,mysql,write,0.169158936,0.167718172,0.06598711,0
linux,250,mysql,write,0.168275118,0.166824102,0.065146923,0
linux,250,mysql,write,0.168560028,0.167123079,0.065422058,0
linux,250,mysql,write,0.168671131,0.167241812,0.065518856,0
linux,250,mysql,write,0.168697119,0.167238951,0.065522194,0
linux,250,mysql,write,0.16883707,0.167405844,0.065692902,0
linux,250,mysql,write,0.168848038,0.167421103,0.065679073,0
linux,250,mysql,write,0.167792797,0.166359901,0.064697027,0
linux,250,mysql,write,0.177130938,0.175502062,0.073734999,0
linux,250,mysql,write,0.16959095,0.168153048,0.066438913,0
linux,250,mysql,write,0.168483973,0.167048931,0.065329075,0
linux,250,mysql,write,0.168440104,0.166998148,0.065253019,0
linux,250,mysql,write,0.1682899,0.166859865,0.065126896,0
linux,250,mysql,write,0.168411016,0.166845083,0.065099955,0
linux,250,mysql,write,0.168895006,0.167453051,0.065706015,0
linux,250,mysql,write,0.16861701,0.167186022,0.06546092,0
linux,250,mysql,write,0.170917034,0.169480085,0.067750931,0
linux,250,mysql,write,0.169564962,0.16811204,0.066351175,0
linux,250,mysql,write,0.167581081,0.166150093,0.064386845,0
linux,250,mysql,write,0.169667006,0.168242931,0.066506863,0
linux,250,mysql,write,0.168423891,0.166960955,0.065272093,0
linux,250,mysql,write,0.168799877,0.167356968,0.065617085,0
linux,250,mysql,write,0.172315836,0.170204163,0.06759119,0
linux,250,mysql,write,0.168930054,0.167375088,0.065442085,1.2
linux,250,mysql,write,0.16824007,0.166814089,0.065117121,0
linux,250,mysql,write,0.168798923,0.167357922,0.065639973,1.2
linux,250,mysql,write,0.168642998,0.167191029,0.065466166,0
linux,250,mysql,write,0.16883707,0.167402029,0.065663099,0
linux,250,mysql,write,0.169078112,0.167368174,0.065395117,0
linux,250,mysql,write,0.176852226,0.175149202,0.072986126,0
linux,250,mysql,write,0.169615984,0.168184996,0.066487074,0
linux,250,mysql,write,0.168617964,0.167185068,0.065399885,1.2
linux,250,mysql,write,0.168504,0.167074919,0.065321922,0
linux,250,mysql,write,0.169373035,0.167386055,0.065639973,0
linux,250,mysql,write,0.171133995,0.168992043,0.066718102,0
linux,250,postgres,read,0.105329037,0.103576899,0.003059864,1.2
linux,250,postgres,read,0.103418112,0.101963043,0.001550913,0
linux,250,postgres,read,0.103361845,0.101933956,0.001509905,0
linux,250,postgres,read,0.103304863,0.101889133,0.001479149,0
linux,250,postgres,read,0.103284836,0.10187912,0.001470089,1.3
linux,250,postgres,read,0.103451014,0.102044106,0.001616955,0
linux,250,postgres,read,0.10363698,0.102210045,0.001801968,0
linux,250,postgres,read,0.103523016,0.102074862,0.001652002,0
linux,250,postgres,read,0.10341382,0.101978064,0.001559973,0
linux,250,postgres,read,0.103334904,0.101915836,0.001501083,0
linux,250,postgres,read,0.103332996,0.101897955,0.001492023,0
linux,250,postgres,read,0.104285955,0.102667093,0.002210855,0
linux,250,postgres,read,0.103357077,0.101917028,0.001507044,1.2
linux,250,postgres,read,0.10371995,0.102280855,0.00186801,1.2
linux,250,postgres,read,0.103368998,0.10196209,0.001533031,1.2
linux,250,postgres,read,0.103602171,0.101933002,0.001530886,0
linux,250,postgres,read,0.103341103,0.101915836,0.001504898,1.2
linux,250,postgres,read,0.103422165,0.10200119,0.001581192,0
linux,250,postgres,read,0.103430033,0.101976871,0.001557112,1.2
linux,250,postgres,read,0.103425026,0.101978064,0.001559973,1.2
linux,250,postgres,read,0.104104996,0.102694988,0.002270937,2.4
linux,250,postgres,read,0.107756138,0.104799986,0.00405097,0
linux,250,postgres,read,0.103374958,0.101955891,0.001528025,0
linux,250,postgres,read,0.103398085,0.101999044,0.001582146,0
linux,250,postgres,read,0.10342288,0.101981878,0.001569986,0
linux,250,postgres,read,0.103353977,0.101952076,0.001544952,1.3
linux,250,postgres,read,0.103434801,0.102019072,0.001599073,0
linux,250,postgres,read,0.103776932,0.102343082,0.001925945,0
linux,250,postgres,read,0.103399992,0.101990938,0.001580954,0
linux,250,postgres,read,0.103419065,0.102016211,0.00159812,0
linux,250,postgres,read,0.104259014,0.102666855,0.002208948,0
linux,250,postgres,read,0.103332043,0.101927042,0.001517057,0
linux,250,postgres,read,0.10331583,0.101904869,0.001497984,0
linux,250,postgres,read,0.103329182,0.101920128,0.001519203,0
linux,250,postgres,read,0.103666067,0.102249861,0.001848936,0
linux,250,postgres,read,0.103410959,0.101999998,0.001575947,1.2
linux,250,postgres,read,0.103225946,0.101809025,0.001410961,0
linux,250,postgres,read,0.104003906,0.102462053,0.002007008,1.3
linux,250,postgres,read,0.103255987,0.101820946,0.001411915,1.2
linux,250,postgres,read,0.103321075,0.101887941,0.001474142,0
linux,250,postgres,read,0.103394032,0.10195303,0.001536846,1.3
linux,250,postgres,read,0.103685856,0.102255106,0.001846075,1.2
linux,250,postgres,read,0.103380919,0.101964951,0.001549959,1.2
linux,250,postgres,read,0.105166912,0.103310823,0.002811909,2.4
linux,250,postgres,read,0.103397846,0.10198617,0.001568079,0
linux,250,postgres,read,0.103396177,0.101993084,0.001583099,0
linux,250,postgres,read,0.103311062,0.101903915,0.001496077,0
linux,250,postgres,read,0.103352785,0.101944923,0.001543999,0
linux,250,postgres,read,0.103742123,0.102301121,0.001899004,0
linux,250,postgres,read,0.103326082,0.101902962,0.001488924,0
linux,250,postgres,read,0.103423834,0.102006197,0.001593828,0
linux,250,postgres,read,0.103804111,0.102298975,0.001859903,0
linux,250,postgres,read,0.107205868,0.104321003,0.003621101,2.5
linux,250,postgres,read,0.104109049,0.102551937,0.002101898,0
linux,250,postgres,read,0.103801966,0.101929903,0.001502037,0
linux,250,postgres,read,0.103699923,0.102276087,0.001855135,1.3
linux,250,postgres,read,0.103405952,0.101994991,0.001569986,2.4
linux,250,postgres,read,0.103284836,0.101888895,0.001458883,0
linux,250,postgres,read,0.103380919,0.101967096,0.001533985,2.5
linux,250,postgres,read,0.104187012,0.102639914,0.002174139,1.2
linux,250,postgres,read,0.103337049,0.101917982,0.00151515,0
linux,250,postgres,read,0.103379011,0.101978064,0.001554012,0
linux,250,postgres,read,0.103625059,0.102210999,0.00180006,0
linux,250,postgres,read,0.103329897,0.101925135,0.001514912,0
linux,250,postgres,read,0.103355885,0.101926088,0.001521826,0
linux,250,postgres,read,0.103427887,0.102020025,0.001600981,0
linux,250,postgres,read,0.103342056,0.101927042,0.001523972,0
linux,250,postgres,read,0.10341692,0.102014065,0.00159502,0
linux,250,postgres,read,0.103308916,0.101891041,0.001488924,0
linux,250,postgres,read,0.103652,0.10225296,0.001844883,0
linux,250,postgres,read,0.103356123,0.101938963,0.001535892,0
linux,250,postgres,read,0.103420973,0.102018118,0.001597881,0
linux,250,postgres,read,0.103299141,0.101882935,0.00148201,0
linux,250,postgres,read,0.103410959,0.101999998,0.001593113,0
linux,250,postgres,read,0.103429079,0.102016211,0.00159812,0
linux,250,postgres,read,0.103316069,0.101912975,0.001497984,0
linux,250,postgres,read,0.103732109,0.10231781,0.00189805,0
linux,250,postgres,read,0.103360176,0.101962805,0.001527786,0
linux,250,postgres,read,0.104012966,0.102483988,0.002038956,0
linux,250,postgres,read,0.103702068,0.102220774,0.001789808,0
linux,250,postgres,read,0.10541296,0.102509022,0.001857042,1.2
linux,250,postgres,read,0.103797913,0.102321148,0.001876116,1.2
linux,250,postgres,read,0.103433847,0.102016926,0.001597881,0
linux,250,postgres,read,0.103761911,0.10235405,0.001936913,0
linux,250,postgres,read,0.103380919,0.101969957,0.001554012,0
linux,250,postgres,read,0.104279041,0.102699041,0.002241135,0
linux,250,postgres,read,0.103449106,0.101989031,0.001559973,0
linux,250,postgres,read,0.104318142,0.10196209,0.001562119,1.3
linux,250,postgres,read,0.103312969,0.101888895,0.00147891,1.2
linux,250,postgres,read,0.103282928,0.101890087,0.001474142,1.2
linux,250,postgres,read,0.103673935,0.102216959,0.001796007,0
linux,250,postgres,read,0.103380919,0.101917982,0.001501083,0
linux,250,postgres,read,0.103423119,0.10196209,0.001549959,0
linux,250,postgres,read,0.103411913,0.101963997,0.001541853,1.3
linux,250,postgres,read,0.104061127,0.1022439,0.001758099,1.2
linux,250,postgres,read,0.10424304,0.102695942,0.002238035,0
linux,250,postgres,read,0.103388786,0.10197401,0.001538038,0
linux,250,postgres,read,0.103599072,0.102234125,0.00180006,0
linux,250,postgres,read,0.103606939,0.101994038,0.001556873,0
linux,250,postgres,read,0.103291035,0.10187006,0.001461983,1.2
linux,250,postgres,read,0.103447199,0.102008104,0.00159502,0
linux,250,postgres,read,0.103384972,0.101989031,0.001564026,1.2
linux,250,postgres,read,0.103568077,0.102133036,0.001703024,0
linux,250,postgres,read,0.103429079,0.102006912,0.001579046,0
linux,250,postgres,read,0.105357885,0.10374999,0.003275156,0
linux,250,postgres,read,0.10334301,0.101941109,0.001517057,1.2
linux,250,postgres,read,0.103420973,0.102005959,0.00157094,2.5
linux,250,postgres,read,0.103373051,0.101975203,0.001535177,0
linux,250,postgres,read,0.103322983,0.101909876,0.001485825,1.2
linux,250,postgres,read,0.103433847,0.102012157,0.001571894,2.4
linux,250,postgres,read,0.103317022,0.101886988,0.001456022,1.2
linux,250,postgres,read,0.119186163,0.117581129,0.017153025,0
linux,250,postgres,read,0.103398085,0.101935148,0.001527071,0
linux,250,postgres,read,0.103326082,0.10187602,0.001466036,1.3
linux,250,postgres,read,0.103410006,0.101953983,0.001538038,1.2
linux,250,postgres,read,0.103397131,0.101946115,0.001513004,1.2
linux,250,postgres,read,0.10332799,0.101871014,0.00146699,1.2
linux,250,postgres,read,0.103668928,0.102236986,0.001812935,1.2
linux,250,postgres,read,0.103350878,0.101939917,0.001513958,1.2
linux,250,postgres,read,0.103378057,0.101980925,0.001532078,2.4
linux,250,postgres,read,0.103329182,0.101897001,0.001464128,1.2
linux,250,postgres,read,0.103349924,0.101927996,0.001498938,1.2
linux,250,postgres,read,0.103409052,0.10198307,0.001542091,1.2
linux,250,postgres,read,0.103718996,0.102314949,0.001883984,0
linux,250,postgres,read,0.103404045,0.101984978,0.001554966,0
linux,250,postgres,read,0.103380919,0.101988792,0.001567841,0
linux,250,postgres,read,0.103372097,0.101964951,0.001517773,1.2
linux,250,postgres,read,0.103416204,0.101987123,0.001572847,0
linux,250,postgres,read,0.10345602,0.102019072,0.001590967,1.2
linux,250,postgres,read,0.103384972,0.101979971,0.00156498,0
linux,250,postgres,read,0.103652,0.102232933,0.001832008,0
linux,250,postgres,read,0.103409052,0.102014065,0.001585007,1.2
linux,250,postgres,read,0.103342056,0.101932049,0.001518011,1.2
linux,250,postgres,read,0.103425026,0.102024078,0.001596928,0
linux,250,postgres,read,0.10333395,0.101921797,0.001511812,1.2
linux,250,postgres,read,0.103430986,0.102026939,0.001601934,2.5
linux,250,postgres,read,0.103419065,0.102004051,0.001588106,0
linux,250,postgres,read,0.103667021,0.102267027,0.001857042,1.2
linux,250,postgres,read,0.103414059,0.101999044,0.001580954,0
linux,250,postgres,read,0.103359938,0.101936102,0.001535892,0
linux,250,postgres,read,0.103402138,0.101995945,0.0015769,1.3
linux,250,postgres,read,0.103414059,0.102013111,0.001594067,0
linux,250,postgres,read,0.103347063,0.10193491,0.001531839,0
linux,250,postgres,read,0.103518963,0.102101088,0.00166893,1.2
linux,250,postgres,read,0.103605986,0.102195024,0.001785994,0
linux,250,postgres,read,0.103513002,0.102092028,0.001671076,0
linux,250,postgres,read,0.103546858,0.102112055,0.001679182,0
linux,250,postgres,read,0.103430033,0.1020298,0.001600981,1.2
linux,250,postgres,read,0.104132175,0.10256505,0.002113104,0
linux,250,postgres,read,0.103379965,0.101972818,0.001562834,0
linux,250,postgres,read,0.103404999,0.101997137,0.00157094,0
linux,250,postgres,read,0.103579998,0.102172852,0.001760006,0
linux,250,postgres,read,0.103307009,0.101900101,0.001492977,0
linux,250,postgres,read,0.103337049,0.101936817,0.001525879,0
linux,250,postgres,read,0.103406191,0.101988077,0.001569986,0
linux,250,postgres,read,0.103413105,0.101986885,0.001559019,0
linux,250,postgres,read,0.103394032,0.10198617,0.001569033,0
linux,250,postgres,read,0.103805065,0.102040052,0.001567841,0
linux,250,postgres,read,0.103610992,0.102204084,0.001797915,1.2
linux,250,postgres,read,0.103340864,0.101907969,0.001493931,0
linux,250,postgres,read,0.10341692,0.101995945,0.001578093,1.2
linux,250,postgres,read,0.103389025,0.101994038,0.001574039,0
linux,250,postgres,read,0.106953859,0.104311943,0.003648996,1.2
linux,250,postgres,read,0.10424304,0.102697849,0.002207041,1.2
linux,250,postgres,read,0.103430986,0.102021933,0.001579046,1.2
linux,250,postgres,read,0.104757786,0.103205919,0.002748966,0
linux,250,postgres,read,0.103409052,0.101995945,0.00158596,0
linux,250,postgres,read,0.103362083,0.101963043,0.001535892,1.2
linux,250,postgres,read,0.103303909,0.101890087,0.001479149,1.3
linux,250,postgres,read,0.103425026,0.102019072,0.001603127,0
linux,250,postgres,read,0.103432894,0.102025986,0.001599073,1.2
linux,250,postgres,read,0.106431007,0.104166985,0.003619909,1.3
linux,250,postgres,read,0.103747845,0.10230279,0.001896858,0
linux,250,postgres,read,0.104968071,0.103229046,0.0027349,0
linux,250,postgres,read,0.103360176,0.101917982,0.001501083,0
linux,250,postgres,read,0.103420973,0.101994038,0.00158,0
linux,250,postgres,read,0.10343194,0.101984024,0.001564026,1.2
linux,250,postgres,read,0.103381872,0.101955891,0.001538038,1.2
linux,250,postgres,read,0.103307962,0.101873159,0.001464128,1.3
linux,250,postgres,read,0.103615999,0.102190018,0.001782894,0
linux,250,postgres,read,0.104664087,0.102156162,0.001567125,1.2
linux,250,postgres,read,0.103396893,0.101991892,0.001580954,0
linux,250,postgres,read,0.1032722,0.101852179,0.001449823,0
linux,250,postgres,read,0.103376865,0.10197401,0.001559019,1.2
linux,250,postgres,read,0.10336709,0.101923943,0.001541138,0
linux,250,postgres,read,0.104176044,0.102602959,0.002190113,0
linux,250,postgres,read,0.103609085,0.10217905,0.001829147,0
linux,250,postgres,read,0.103803158,0.102303982,0.001861095,1.2
linux,250,postgres,read,0.103400946,0.101973057,0.001559973,0
linux,250,postgres,read,0.103219032,0.10182786,0.001428843,0
linux,250,postgres,read,0.104002953,0.102454901,0.002010107,0
linux,250,postgres,read,0.103378057,0.101975918,0.001559973,0
linux,250,postgres,read,0.103341103,0.10192585,0.001520872,0
linux,250,postgres,read,0.105386972,0.102800131,0.002220154,0
linux,250,postgres,read,0.106564045,0.104254007,0.003619909,0
linux,250,postgres,read,0.10424304,0.10238409,0.00197506,0
linux,250,postgres,read,0.103528976,0.102098942,0.001672983,0
linux,250,postgres,read,0.103340864,0.101938009,0.001528978,0
linux,250,postgres,read,0.10342288,0.102011204,0.001594067,0
linux,250,postgres,read,0.104640007,0.102974176,0.002497911,0
linux,250,postgres,read,0.104614019,0.103079081,0.002624989,0
linux,250,postgres,read,0.103251934,0.101846933,0.001421928,0
linux,250,postgres,read,0.10342598,0.102007866,0.001568794,0
linux,250,postgres,read,0.103390932,0.101994038,0.001578093,0
linux,250,postgres,read,0.103420019,0.102009058,0.001582146,1.2
linux,250,postgres,read,0.103397846,0.101995945,0.00157094,1.2
linux,250,postgres,read,0.103315115,0.101897001,0.00149703,0
linux,250,postgres,read,0.104613066,0.103091002,0.002630949,0
linux,250,postgres,read,0.103441,0.102027893,0.001613855,0
linux,250,postgres,read,0.103398085,0.102003813,0.00158596,0
linux,250,postgres,read,0.104010105,0.102490187,0.002043009,0
linux,250,postgres,read,0.103334904,0.101927042,0.001517057,0
linux,250,postgres,read,0.105291128,0.102164984,0.001528978,0
linux,250,postgres,read,0.10654211,0.104224205,0.003619909,0
linux,250,postgres,read,0.103591919,0.102176905,0.00177598,0
linux,250,postgres,read,0.103379011,0.101970911,0.001541853,1.3
linux,250,postgres,read,0.103397131,0.101994991,0.001569986,1.3
linux,250,postgres,read,0.103393078,0.101989031,0.001564026,1.2
linux,250,postgres,read,0.103408098,0.101989031,0.001569986,0
linux,250,postgres,read,0.103298903,0.101895094,0.001473188,1.2
linux,250,postgres,read,0.103412151,0.102001905,0.00157094,1.3
linux,250,postgres,read,0.108165026,0.105438948,0.004678965,0
linux,250,postgres,read,0.103423834,0.10198307,0.001569033,0
linux,250,postgres,read,0.107767105,0.104770184,0.004039049,1.2
linux,250,postgres,read,0.103425026,0.101987839,0.00157094,0
linux,250,postgres,read,0.103382826,0.10195899,0.001545906,0
linux,250,postgres,read,0.104321003,0.102664948,0.002202988,0
linux,250,postgres,read,0.103213072,0.101804018,0.001456022,2.5
linux,250,postgres,read,0.103729963,0.102315187,0.001899004,0
linux,250,postgres,read,0.103334904,0.101828814,0.001427889,0
linux,250,postgres,read,0.103275061,0.101878881,0.001530886,1.3
linux,250,postgres,read,0.103560925,0.102005959,0.001569986,0
linux,250,postgres,read,0.103623867,0.102135897,0.001705885,0
linux,250,postgres,read,0.103341103,0.101895809,0.001488924,0
linux,250,postgres,read,0.103246927,0.101825953,0.001422167,1.2
linux,250,postgres,read,0.103764057,0.10234189,0.001910925,0
linux,250,postgres,read,0.10341692,0.102005005,0.001560926,1.2
linux,250,postgres,read,0.103308916,0.101861,0.001461029,0
linux,250,postgres,read,0.103449106,0.102012873,0.001573086,0
linux,250,postgres,read,0.103383064,0.10196209,0.001504183,0
linux,250,postgres,read,0.103399038,0.101961851,0.001530886,0
linux,250,postgres,read,0.103397131,0.102003098,0.001567841,1.2
linux,250,postgres,read,0.103718996,0.102307081,0.00190115,1.2
linux,250,postgres,read,0.104133129,0.102605104,0.002154112,0
linux,250,postgres,read,0.103518009,0.102080107,0.001673937,0
linux,250,postgres,read,0.104036093,0.102514029,0.002058983,0
linux,250,postgres,read,0.10325098,0.101816177,0.001409054,1.2
linux,250,postgres,read,0.104471922,0.102833033,0.002364159,0
linux,250,postgres,read,0.103409052,0.101994038,0.001569033,1.2
linux,250,postgres,read,0.104640961,0.103111982,0.002650976,1.2
linux,250,postgres,read,0.103335142,0.101918936,0.001514912,0
linux,250,postgres,read,0.103394032,0.101989031,0.001575947,0
linux,250,postgres,read,0.103250027,0.101837158,0.001414061,1.2
linux,250,postgres,read,0.103584051,0.102124214,0.001698017,0
linux,250,postgres,read,0.104308128,0.102696896,0.002232075,0
linux,250,postgres,read,0.104650021,0.102979898,0.002502918,0
linux,250,postgres,read,0.104769945,0.10321188,0.002746105,1.2
linux,250,postgres,read,0.103369951,0.101965904,0.001551867,0
linux,250,postgres,read,0.105070114,0.103364944,0.002867937,0
linux,250,postgres,read,0.103983879,0.10225606,0.001785994,0
linux,250,postgres,read,0.103602886,0.102127075,0.001701117,0
linux,250,postgres,read,0.104129076,0.102576017,0.002101898,1.3
linux,250,postgres,read,0.10336709,0.101931095,0.001495838,2.4
linux,250,postgres,read,0.103681087,0.102283001,0.001867056,1.2
linux,250,postgres,read,0.103424072,0.10200882,0.001597881,0
linux,250,postgres,read,0.103338003,0.101932049,0.001518965,1.2
linux,250,postgres,read,0.103309155,0.101898909,0.001489878,1.2
linux,250,postgres,read,0.103405952,0.102010965,0.001564026,1.2
linux,250,postgres,read,0.103302002,0.101888895,0.001487017,0
linux,250,postgres,read,0.104840994,0.103184938,0.002691031,1.2
linux,250,postgres,read,0.110404015,0.105987072,0.005069971,1.2
linux,250,postgres,read,0.104438066,0.102665901,0.002199888,2.5
linux,250,postgres,read,0.10333395,0.101922989,0.001513004,0
linux,250,postgres,read,0.103330135,0.101933956,0.001518965,0
linux,250,postgres,read,0.107325077,0.104278088,0.003548145,1.2
linux,250,postgres,read,0.103414059,0.101988077,0.001569033,0
linux,250,postgres,read,0.103180885,0.101814032,0.001474857,0
linux,250,postgres,read,0.103835106,0.102403879,0.002002001,0
linux,250,postgres,read,0.103327036,0.101880789,0.00146699,1.2
linux,250,postgres,read,0.103271008,0.101867914,0.001462936,1.2
linux,250,postgres,read,0.10341382,0.101977825,0.001557827,1.2
linux,250,postgres,read,0.10325098,0.101831913,0.001423836,1.2
linux,250,postgres,read,0.103368044,0.101903915,0.001493931,0
linux,250,postgres,read,0.103387833,0.101956844,0.001548052,0
linux,250,postgres,read,0.10366106,0.102222919,0.001821995,0
linux,250,postgres,read,0.104171038,0.102555037,0.002076864,0
linux,250,postgres,read,0.103428125,0.102016211,0.001569986,1.2
linux,250,postgres,read,0.103214025,0.101814032,0.001405954,0
linux,250,postgres,read,0.103402138,0.101990938,0.001563072,1.2
linux,250,postgres,read,0.103276968,0.101876974,0.001454115,1.2
linux,250,postgres,read,0.103394985,0.101984024,0.001569986,0
linux,250,postgres,read,0.103852034,0.10244298,0.001992941,1.2
linux,250,postgres,read,0.103441,0.102025032,0.00161314,0
linux,250,postgres,read,0.103404999,0.101978064,0.001559973,0
linux,250,postgres,read,0.10323596,0.101815939,0.001414061,0
linux,250,postgres,read,0.103344917,0.10193491,0.001529932,0
linux,250,postgres,read,0.104259968,0.102700949,0.002233028,1.2
linux,250,postgres,read,0.103394032,0.101989985,0.001572132,0
linux,250,postgres,read,0.103622913,0.102206945,0.001808167,0
linux,250,postgres,read,0.10341692,0.102011919,0.001595974,0
linux,250,postgres,read,0.104834795,0.103100061,0.002614021,0
linux,250,postgres,read,0.103392839,0.101963997,0.001537085,1.2
linux,250,postgres,read,0.10333395,0.101919889,0.001520872,0
linux,250,postgres,read,0.10362792,0.102191925,0.001754999,1.2
linux,250,postgres,read,0.103293896,0.101846933,0.001439095,1.2
linux,250,postgres,read,0.103634119,0.102218151,0.001810074,1.2
linux,250,postgres,read,0.103451967,0.101996183,0.001568794,1.3
linux,250,postgres,read,0.103715897,0.101938009,0.001504183,1.3
linux,250,postgres,read,0.103406906,0.101991177,0.001557112,1.2
linux,250,postgres,read,0.103371859,0.101973057,0.001551151,2.5
linux,250,postgres,read,0.103409052,0.10200119,0.001573086,1.2
linux,250,postgres,read,0.103374958,0.101970911,0.001543045,1.2
linux,250,postgres,read,0.103617191,0.102207899,0.001788139,1.2
linux,250,postgres,read,0.106533051,0.10423398,0.003624916,0
linux,250,postgres,read,0.103359222,0.101898909,0.001490116,1.2
linux,250,postgres,read,0.103397131,0.101938009,0.001531839,0
linux,250,postgres,read,0.103440046,0.101984024,0.001556873,0
linux,250,postgres,read,0.103291035,0.10184598,0.001435995,2.5
linux,250,postgres,read,0.103458166,0.102000952,0.001574039,1.2
linux,250,postgres,read,0.105565071,0.103867054,0.003367901,1.2
linux,250,postgres,read,0.103479862,0.102002144,0.001568079,1.2
linux,250,postgres,read,0.103250027,0.10187006,0.001451969,0
linux,250,postgres,read,0.103902102,0.102375031,0.001932859,0
linux,250,postgres,read,0.103652,0.102025032,0.001577139,0
linux,250,postgres,read,0.103454113,0.102008104,0.001575947,1.2
linux,250,postgres,read,0.103274107,0.101858139,0.001447201,1.2
linux,250,postgres,read,0.103628159,0.102210999,0.001801968,1.2
linux,250,postgres,read,0.103427887,0.101998091,0.001569986,1.3
linux,250,postgres,read,0.10343504,0.101989985,0.001563072,0
linux,250,postgres,read,0.103322029,0.101893902,0.001484871,1.2
linux,250,postgres,read,0.103415012,0.101969004,0.001541138,1.2
linux,250,postgres,read,0.103403807,0.101976871,0.00156188,1.2
linux,250,postgres,read,0.103434086,0.101994991,0.001571178,1.2
linux,250,postgres,read,0.103545904,0.10215807,0.001746178,0
linux,250,postgres,read,0.103285074,0.101842165,0.001433134,1.2
linux,250,postgres,read,0.103391171,0.101956129,0.001538992,1.2
linux,250,postgres,read,0.10340786,0.10196805,0.001549959,1.2
linux,250,postgres,read,0.103372097,0.101966858,0.001530886,1.2
linux,250,postgres,read,0.10342288,0.101981163,0.001566172,0
linux,250,postgres,read,0.104251146,0.10269618,0.002227783,1.2
linux,250,postgres,read,0.105304003,0.103742123,0.003260136,2.5
linux,250,postgres,read,0.105685949,0.10275507,0.002104044,0
linux,250,postgres,read,0.103904963,0.102405071,0.001960039,0
linux,250,postgres,read,0.103394985,0.101987839,0.001572847,0
linux,250,postgres,read,0.107264996,0.104712009,0.00394702,1.3
linux,250,postgres,read,0.105123043,0.103540897,0.003031969,0
linux,250,postgres,read,0.103405952,0.101963043,0.001548052,0
linux,250,postgres,read,0.103790045,0.102340937,0.001927853,1.2
linux,250,postgres,read,0.105164051,0.10334301,0.002826929,0
linux,250,postgres,read,0.103405952,0.101996899,0.001573801,0
linux,250,postgres,read,0.103373051,0.101961851,0.001551867,0
linux,250,postgres,read,0.103892088,0.102374077,0.001930952,0
linux,250,postgres,read,0.103332043,0.101919174,0.001518965,0
linux,250,postgres,read,0.103377104,0.101987123,0.001568079,0
linux,250,postgres,read,0.104411125,0.102874994,0.002424002,0
linux,250,postgres,read,0.103330135,0.101895094,0.001485825,1.2
linux,250,postgres,read,0.103596926,0.102001905,0.001574993,1.2
linux,250,postgres,read,0.10323,0.101835966,0.001436949,0
linux,250,postgres,read,0.103417873,0.101974964,0.001559973,1.2
linux,250,postgres,read,0.103389025,0.101999044,0.001573086,2.5
linux,250,postgres,read,0.104268074,0.102708101,0.002241135,1.2
linux,250,postgres,read,0.104020834,0.102584839,0.002171993,1.2
linux,250,postgres,read,0.103404999,0.101994038,0.001579046,0
linux,250,postgres,read,0.104745865,0.102206945,0.001590967,0
linux,250,postgres,read,0.103339911,0.101927042,0.001528025,0
linux,250,postgres,read,0.104251862,0.102665901,0.002197027,1.2
linux,250,postgres,read,0.103292942,0.101854801,0.001446962,2.5
linux,250,postgres,read,0.103429079,0.101994991,0.001569986,1.2
linux,250,postgres,read,0.10702014,0.10481596,0.004215002,0
linux,250,postgres,read,0.103389025,0.10194993,0.001534939,1.3
linux,250,postgres,read,0.103404999,0.101983786,0.001562834,1.2
linux,250,postgres,read,0.10333395,0.101899862,0.001483917,1.3
linux,250,postgres,read,0.103430986,0.101984978,0.001564026,0
linux,250,postgres,read,0.103246927,0.101823092,0.001415968,1.3
linux,250,postgres,read,0.103401899,0.101965904,0.001549006,1.2
linux,250,postgres,read,0.103755951,0.102334976,0.001922846,0
linux,250,postgres,read,0.103959084,0.102449894,0.00199604,2.5
linux,250,postgres,read,0.103322029,0.10192585,0.001518965,0
linux,250,postgres,read,0.103415012,0.101994991,0.001574993,0
linux,250,postgres,read,0.103246927,0.101845026,0.001425028,1.2
